Player,Status,Pos,fg_pct,avg_dist,FG,FGA,3P,3PA,2P,2PA,FT,FTA,FT%,AST,STL,BLK,TOV,PF,PTS,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%
A.J. Price,Inactive,PG,0.38,18.3,7.2,18.8,2.8,9,4.3,9.8,2.7,3.6,0.742,7.4,1.6,0.1,3,3.1,19.8,0.486,0.193,1.9,8.7,5.3,23.6,1.6,0.2,12.8
Aaron Brooks,Active,PG,0.413,15.2,8.6,20.9,3.1,8.5,5.5,12.4,3.5,4.2,0.839,7.4,1.4,0.3,3.8,4.6,23.9,0.525,0.2,2.1,6.9,4.5,23.7,1.4,0.5,14.4
Aaron Gordon,Active,PF,0.46,11.4,7.7,16.7,1.3,4.6,6.3,12,3.3,4.7,0.699,3.1,1.5,1.2,1.9,4.1,20,0.533,0.285,6.9,17.4,12,9.7,1.5,1.9,9.4
Aaron Gray,Inactive,C,0.509,3.9,6,11.8,0,0,6,11.7,2.5,4.5,0.562,2.8,1.3,1.2,3.6,9.2,14.5,0.528,0.383,12.9,23.1,18,8.4,1.3,1.8,20.8
Adreian Payne,Active,PF,0.399,11.5,6.2,15.6,0.5,2.1,5.7,13.5,2.3,3.4,0.67,2.5,1.6,1,3.3,7.3,15.2,0.444,0.217,6.4,19.6,13,7.5,1.6,1.6,16.1
Al Harrington,Inactive,PF,0.445,12.2,9.3,20.8,1.8,5.1,7.5,15.7,4.1,5.6,0.727,3,1.6,0.5,3.4,5.7,24.4,0.523,0.268,6.1,16.4,11.2,10.1,1.6,0.7,12.7
Al Horford,Active,C,0.528,10.1,9.4,17.9,0.5,1.4,9,16.5,2.9,3.9,0.748,4.6,1.3,1.9,2.5,3.7,22.3,0.568,0.216,8,22,15,15.1,1.3,2.8,11.2
Al Jefferson,Active,C,0.499,7.8,12.2,24.4,0,0.1,12.1,24.3,4,5.6,0.709,2.6,1.2,2.1,2.4,4.6,28.3,0.527,0.23,9,25.1,16.9,9.7,1.2,3.3,8.2
Al-Farouq Aminu,Active,SF,0.426,11.5,5.8,13.5,1.3,3.9,4.5,9.7,2.7,3.8,0.725,2.6,2,1.3,2.8,4,15.5,0.511,0.279,6.6,20.4,13.5,7.7,2,2,15.3
Alan Anderson,Active,SF,0.405,16.2,6.5,16,2.5,7.4,3.9,8.6,3.1,3.8,0.816,2.8,1.4,0.2,2.2,4.6,18.6,0.526,0.238,2.6,9.7,6.1,8.8,1.4,0.4,11.2
Alan Williams,Active,C,0.509,4.5,9.1,18,0,0.1,9.1,17.9,4.9,7.8,0.627,1.7,1.9,2.3,2.7,8.6,23.2,0.541,0.433,14.7,31.9,23.1,5.7,1.9,3.9,11
Alec Burks,Active,SG,0.428,12,8.4,19.6,1.4,4,6.9,15.6,5.9,7.9,0.752,4.2,1.5,0.4,3.3,4.6,24.1,0.524,0.404,3.5,11.8,7.7,13.6,1.5,0.6,12.5
Alex Abrines,Active,SG,0.393,20.6,6.2,15.9,4.4,11.5,1.9,4.4,2,2.3,0.898,1.9,1.7,0.4,1.5,5.3,18.9,0.56,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3
Alex Len,Active,C,0.465,6.5,6.6,14.1,0,0.2,6.5,13.9,3.9,5.4,0.716,1.6,1.1,2.6,3.2,7,17,0.517,0.383,10.5,24.1,17.2,5.2,1.1,4.3,16.4
Alexey Shved,Inactive,SG,0.369,15.7,7,18.9,2.5,8.3,4.4,10.6,4.6,6.1,0.762,7.2,1.7,0.8,3.8,3.1,21.1,0.489,0.323,2.8,9.6,6.1,23.2,1.7,1.2,15
Alexis Ajinca,Active,C,0.503,9.1,8.5,16.8,0.2,0.6,8.3,16.3,3.3,4.1,0.797,1.9,1.3,2.4,3.3,8.7,20.4,0.546,0.246,9.9,23.5,16.6,5.9,1.3,3.7,14.9
Allen Crabbe,Active,SG,0.456,17.4,6.7,14.7,2.7,6.7,4,8,2.1,2.5,0.848,2.3,1.3,0.5,1.4,4.3,18.3,0.578,0.17,1.1,10,5.6,6.9,1.3,0.8,8.1
Alonzo Gee,Active,SF,0.434,10.3,5.7,13.1,1.1,3.2,4.6,9.8,3.2,4.3,0.754,2.5,2.1,0.6,2.5,4.5,15.6,0.522,0.325,4.7,12.6,8.5,7.6,2.1,0.9,14.5
Amar'e Stoudemire,Inactive,PF,0.537,6.9,11.5,21.3,0.1,0.2,11.4,21.1,8,10.6,0.761,2,1.2,2,3.8,5.2,31,0.597,0.495,9,19.5,14.4,6.9,1.2,2.9,12.7
Amir Johnson,Active,PF,0.574,6.3,7.3,12.7,0.3,0.8,7,11.9,2.5,3.7,0.674,2.8,1.4,2.4,2.6,7.1,17.4,0.605,0.29,10.8,18.6,14.7,8.5,1.4,3.7,15.3
Anderson Varejao,Active,C,0.51,6.2,6.3,12.4,0,0.1,6.3,12.2,3.3,5.3,0.631,2.6,1.9,1.4,2.1,5.7,15.9,0.543,0.427,11.5,23.3,17.4,7.7,1.9,2.1,12.4
Andray Blatche,Inactive,PF,0.467,9,9.8,21,0.2,0.9,9.6,20.1,4.2,5.8,0.725,3.4,2.1,1.9,3.8,5.8,24,0.511,0.277,9.6,18.9,14.1,11.3,2.1,2.9,14.1
Andre Drummond,Active,C,0.548,3,9.9,18,0,0.1,9.9,17.9,3,8,0.381,1.2,2.1,2.6,2.6,5.3,22.8,0.53,0.443,16.5,31.5,23.7,4.1,2.1,4,10.9
Andre Iguodala,Active,SF,0.465,13.4,6.9,14.9,1.4,4.1,5.5,10.7,4.1,5.7,0.714,6.7,2.4,0.7,3,2.8,19.3,0.555,0.385,3.2,14.1,8.7,19.9,2.4,1.1,14.8
Andre Miller,Inactive,PG,0.461,10.1,7.8,17,0.3,1.2,7.6,15.8,5.2,6.4,0.807,11,2,0.3,4,3.7,21.1,0.532,0.38,4,9.9,6.9,34.7,2,0.4,16.9
Andre Roberson,Active,SG,0.473,10.4,4.2,8.9,0.9,3.4,3.3,5.5,1,2,0.493,1.9,1.9,1.4,1.3,4.9,10.3,0.526,0.222,5.5,14,9.8,5.1,1.9,2.2,12
Andrea Bargnani,Inactive,C,0.439,15,9.7,22.1,2.1,5.9,7.6,16.2,4.6,5.5,0.824,2.2,0.7,1.6,2.8,4.4,26,0.531,0.251,3.9,15,9.5,7.1,0.7,2.4,10.3
Andrei Kirilenko,Inactive,SF,0.474,9.8,7,14.7,0.8,2.6,6.2,12.1,6.1,8.1,0.754,4.8,2.4,3.2,3.4,3.6,20.9,0.571,0.554,7.1,14.9,11,14.7,2.4,5,15.5
Andrew Bogut,Active,C,0.534,4,7.8,14.6,0,0.1,7.8,14.5,2.2,3.9,0.556,4,1.1,2.8,3.1,5.6,17.8,0.545,0.27,9.9,25.2,17.5,12.3,1.1,4.3,16
Andrew Bynum,Inactive,C,0.556,4.1,9.3,16.7,0,0,9.3,16.7,4.8,6.9,0.69,2.4,0.6,3.2,3.1,5,23.4,0.592,0.415,10.9,22.9,17,7.5,0.6,4.6,13.6
Andrew Goudelock,Inactive,SG,0.393,18.8,8.5,21.7,3.2,9.3,5.3,12.4,1.5,1.8,0.875,2.7,1.1,0.2,3.1,4,21.8,0.485,0.082,1.7,6.1,4,8.5,1.1,0.4,12.1
Andrew Harrison,Active,PG,0.325,15.7,4.1,12.7,1.5,5.5,2.6,7.2,5.2,6.8,0.763,7,1.9,0.7,3,6.8,15,0.477,0.539,1.7,9,5.3,20,1.9,1.4,16
Andrew Nicholson,Active,PF,0.467,12.6,8.9,19,1.1,3.4,7.8,15.6,2.5,3.2,0.773,1.6,0.9,1.2,2.7,5.7,21.3,0.522,0.168,5.2,18.5,11.8,5.1,0.9,1.9,11.5
Andrew Wiggins,Active,SF,0.45,11.5,10.3,22.9,1.1,3.5,9.2,19.4,6.8,9,0.76,3,1.4,0.7,3.1,3.1,28.6,0.532,0.393,4.4,8.6,6.5,10.2,1.4,1.2,10.4
Andris Biedrins,Inactive,C,0.594,2.2,6.4,10.7,0,0,6.4,10.7,1.7,3.4,0.5,2.1,1.5,2.6,2.1,7.2,14.4,0.591,0.318,11.5,24.5,17.9,6.1,1.5,3.8,14.9
Antawn Jamison,Inactive,PF,0.45,12.3,10.6,23.4,1.6,4.6,9,18.8,4.8,6.7,0.724,2.4,1.4,0.6,2.4,3.5,27.5,0.523,0.285,7.3,17.2,12.2,8.5,1.4,0.8,8.2
Anthony Bennett,Active,PF,0.392,13.2,6.7,17,1,3.7,5.7,13.4,3.2,4.8,0.67,2,1.5,0.7,2.6,5.5,17.5,0.457,0.279,7.6,20.5,13.9,6.5,1.5,1.1,12.1
Anthony Davis,Active,PF,0.513,9.5,12.6,24.6,0.3,1.2,12.3,23.4,7.7,9.8,0.787,2.6,1.9,3.5,2.6,3.6,33.3,0.576,0.398,8.2,25.2,16.6,9.5,1.9,5.6,8.4
Anthony Morrow,Active,SG,0.447,17.7,8.1,18.1,3.3,8,4.7,10.1,2.5,2.8,0.88,2,1.3,0.3,1.6,3.7,22,0.569,0.158,2.8,8.3,5.6,6.4,1.3,0.5,7.5
Anthony Randolph,Inactive,PF,0.453,9,8.7,19.2,0.3,1.1,8.4,18.1,5.3,7.2,0.74,2.4,1.9,2.9,3.8,5.9,23,0.514,0.376,9.6,21.4,15.5,7.8,1.9,4.2,14.6
Anthony Tolliver,Active,PF,0.414,18.3,5.3,12.7,2.8,7.7,2.5,5,2.3,3,0.766,2.3,1,0.8,1.6,4.2,15.6,0.556,0.238,4.7,15.2,9.9,6.7,1,1.2,10.3
Archie Goodwin,Active,SG,0.429,9,7.5,17.6,0.9,3.9,6.6,13.6,5.4,7.7,0.7,4.2,1.4,0.8,4.2,3.9,21.3,0.51,0.436,3.9,11.3,7.6,13.7,1.4,1.2,16.8
Arnett Moultrie,Inactive,PF,0.547,7.4,6.6,12.2,0,0,6.6,12.2,1.6,2.3,0.667,0.8,1.8,1,1.8,4.6,14.9,0.563,0.192,13,14.7,13.8,2.6,1.8,1.5,12.2
Aron Baynes,Active,C,0.514,5.5,7.5,14.5,0,0.1,7.5,14.4,3.9,4.8,0.811,1.9,0.7,1.5,2.8,7.1,18.9,0.566,0.333,11.4,21.2,16.2,5.7,0.7,2.3,14.4
Arron Afflalo,Active,SG,0.451,15.2,7.4,16.5,2.1,5.4,5.3,11.1,3.5,4.2,0.825,3.5,0.9,0.3,2.1,3.6,20.4,0.557,0.255,1.9,10,6,10.7,0.9,0.5,10.4
Austin Daye,Inactive,SF,0.402,16.1,7.3,18.3,2.4,6.9,4.9,11.3,2.6,3.3,0.778,2.7,1.5,1.5,2.6,6.2,19.7,0.5,0.182,4,18.6,11.1,8.3,1.5,2.3,11.8
Austin Rivers,Active,SG,0.418,12.1,7.1,17.1,1.8,5.2,5.3,11.9,3,4.7,0.651,4.9,1.4,0.3,2.6,4.8,19.1,0.5,0.274,1.6,8.2,4.9,14.6,1.4,0.5,11.8
Avery Bradley,Active,SG,0.442,15.5,8.8,19.9,2.3,6.2,6.5,13.7,1.9,2.5,0.772,3.1,1.9,0.4,2.5,3.9,21.8,0.519,0.124,2.7,9.5,6.1,9.9,1.9,0.6,10.5
Ben Gordon,Inactive,SG,0.432,16.4,10.1,23.3,3,7.5,7.1,15.8,5.3,6.1,0.857,4.8,1.3,0.3,4,4.4,28.4,0.546,0.263,1.9,8.7,5.2,16.5,1.3,0.4,13.3
Ben McLemore,Active,SG,0.417,15.9,6.7,16,2.5,7,4.2,9,2.6,3.3,0.78,2.4,1.4,0.4,2.6,4.5,18.4,0.527,0.209,2.1,9.2,5.7,7.3,1.4,0.6,13.2
Beno Udrih,Active,PG,0.463,14,7.8,16.8,1.3,3.8,6.4,13,2.9,3.4,0.833,8.1,1.6,0.2,3.3,3.6,19.7,0.539,0.204,1.9,8.9,5.4,25.1,1.6,0.3,15.4
Bernard James,Inactive,C,0.497,3.6,5.1,10.2,0,0.2,5.1,10,3.4,5,0.68,0.9,1.1,4.1,2.3,7,13.6,0.546,0.49,12.6,18.5,15.6,2.4,1.1,6.4,15.5
Bismack Biyombo,Active,C,0.512,3.8,4.4,8.5,0,0,4.4,8.5,3,5.4,0.553,1,0.6,3.6,2.2,5.6,11.8,0.537,0.638,10.5,24.4,17.4,3,0.6,5.5,16.9
Blake Griffin,Active,PF,0.518,9,12.1,23.4,0.2,0.8,11.9,22.6,6.9,10.2,0.673,6.1,1.4,0.8,3.6,4.4,31.4,0.562,0.438,8.2,22.3,15.4,21.1,1.4,1.3,11.4
Boban Marjanovic,Active,C,0.578,4.7,11.3,19.5,0,0,11.3,19.5,8.5,10.9,0.779,1.9,1.1,2.2,2.5,5,31,0.639,0.562,16.8,28.5,22.6,6.1,1.1,3.5,9.3
Bobby Brown,Active,PG,0.384,17.4,8.2,21.4,2.8,8.6,5.4,12.8,1.6,2,0.817,7.1,1.2,0.1,3.7,4.6,20.8,0.467,0.091,1.7,5.5,3.5,22.8,1.2,0.2,14.3
Bobby Portis,Active,PF,0.455,11.7,8.8,19.4,1.1,3.5,7.7,15.8,2.1,3,0.696,2.1,1,0.8,2.2,4.6,20.9,0.504,0.154,10.1,21.9,16,6.6,1,1.2,9.5
Bojan Bogdanovic,Active,SF,0.443,14.7,7.9,17.9,3,8.1,4.9,9.8,3.4,4,0.861,2.3,0.8,0.2,2.7,3,22.3,0.567,0.222,2.3,11.4,6.8,7.3,0.8,0.3,12
Boris Diaw,Active,PF,0.493,10.7,6.8,13.9,0.9,2.5,6,11.3,1.9,2.6,0.717,6.6,1.2,0.9,3.4,4.1,16.4,0.547,0.191,5.2,13.3,9.3,19.7,1.2,1.3,18.5
Bradley Beal,Active,SG,0.441,15.8,10,22.5,3.1,7.8,6.8,14.8,3.9,4.8,0.796,4.7,1.6,0.5,2.9,3.2,26.9,0.544,0.215,2.6,9.5,6,15.4,1.6,0.7,10.4
Brandan Wright,Active,PF,0.608,4.8,9.4,15.4,0,0.1,9.4,15.3,3.2,4.7,0.676,1.4,1.4,3.1,1.5,4.2,21.9,0.627,0.307,9.4,15.6,12.5,4.6,1.4,4.8,7.9
Brandon Bass,Active,PF,0.499,9.5,8.1,16.2,0,0.2,8.1,16,4.6,5.5,0.832,1.9,0.9,1.5,2.3,4.3,20.8,0.558,0.34,8,16,12,6.1,0.9,2.2,10.9
Brandon Davies,Inactive,PF,0.411,9.6,5.4,13.1,0.5,2.2,4.9,10.9,2.9,4.4,0.644,2.9,2.1,0.7,3.2,7.4,14.1,0.469,0.34,7.9,13.1,10.4,9.3,2.1,1.2,17.4
Brandon Ingram,Active,SF,0.402,12.9,5.9,14.7,1.2,4,4.7,10.7,2.8,4.6,0.621,3.5,1.1,0.8,2.5,3.4,15.8,0.474,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9
Brandon Jennings,Active,PG,0.388,15.1,8.4,21.7,2.8,8.1,5.6,13.6,4.2,5.3,0.795,9.6,2.1,0.3,3.7,3,23.8,0.496,0.247,2.1,9,5.4,30.2,2.1,0.4,13.2
Brandon Knight,Active,PG,0.415,14.5,9,21.7,2.7,7.5,6.3,14.2,4.3,5.4,0.812,7,1.5,0.3,4.4,3.4,25,0.52,0.247,2.1,10.3,6.1,23.5,1.5,0.5,15.4
Brandon Roy,Inactive,SG,0.459,12.8,10.5,23,1.5,4.4,9,18.6,6.5,8.1,0.8,7.2,1.6,0.4,2.8,3,29.1,0.548,0.352,3.6,11.1,7.3,23.9,1.6,0.5,9.6
Brandon Rush,Active,SG,0.426,16.7,5.8,13.6,2.5,6.2,3.3,7.4,1.4,1.9,0.706,2.2,1.1,1.2,1.9,2.9,15.4,0.534,0.143,2,12.8,7.4,6.6,1.1,1.9,11.6
Brendan Haywood,Inactive,C,0.528,4,5.9,11.3,0,0,5.9,11.2,3.7,6.3,0.587,1.2,0.9,3.1,2.4,5.8,15.6,0.555,0.562,12.6,17.5,15,3.8,0.9,4.6,14.6
Brian Roberts,Active,PG,0.411,16.8,7.5,18.3,2.2,6.1,5.4,12.2,3.4,3.7,0.908,7.2,1.3,0.2,2.7,3.7,20.6,0.516,0.202,1.3,8.1,4.6,22.6,1.3,0.3,12
Brook Lopez,Active,C,0.506,8.2,11.6,22.9,0.4,1.2,11.2,21.7,6.4,8,0.794,2.5,0.9,2.8,3.3,4.5,29.9,0.566,0.349,9.3,16.2,12.7,9.1,0.9,4.2,11.1
Buddy Hield,Active,SG,0.426,16.8,8.6,20.1,3.9,10,4.7,10.2,1.7,2,0.842,3.2,1,0.2,2.7,3,22.7,0.541,0.099,2,13.5,7.8,10.3,1,0.4,11.2
Byron Mullens,Inactive,C,0.408,14.5,8.4,20.7,1.7,5.3,6.7,15.4,2.6,3.7,0.706,2.3,1.1,1.5,2.8,5.1,21.1,0.474,0.179,6.4,20.1,13.1,8.1,1.1,2.2,11.3
C.J. McCollum,Active,SG,0.459,15.1,11.2,24.3,3.3,8,7.8,16.3,3.8,4.5,0.844,5.1,1.6,0.5,3.2,3.7,29.4,0.559,0.184,2,8.7,5.3,17.7,1.6,0.8,10.9
C.J. Miles,Active,SG,0.418,16.8,8.7,20.8,3.5,9.6,5.2,11.2,3.3,4,0.807,2.8,1.8,0.7,2.2,5.4,24.1,0.534,0.194,2.6,11,6.8,8.9,1.8,1.2,9
C.J. Watson,Active,PG,0.419,16.3,6.4,15.2,2,5.3,4.4,9.9,3.5,4.4,0.812,6.2,2.4,0.3,2.7,3.8,18.3,0.533,0.286,2,8.7,5.3,18.7,2.3,0.4,13.8
C.J. Wilcox,Active,SG,0.37,18.2,6.7,18,2.5,7.6,4.1,10.4,1.7,2.1,0.813,4,2,0.5,2.4,4,17.6,0.465,0.119,1.7,7.3,4.5,11.8,2,0.9,11.2
Cameron Payne,Active,PG,0.378,16,7.6,20.1,2.7,8.4,4.9,11.7,1,1.4,0.75,7,2.1,0.4,3.1,5.6,18.9,0.457,0.068,1.2,11,6.3,20.6,2.1,0.7,13.1
Caris LeVert,Active,SF,0.45,15.2,6.6,14.6,2.3,7.1,4.3,7.5,2.6,3.6,0.72,4.2,1.9,0.3,2.3,3.5,17.9,0.556,0.245,2,13.9,8,13.7,1.9,0.5,12.3
Carl Landry,Inactive,PF,0.535,8.1,9.3,17.4,0,0.1,9.3,17.3,6.1,7.7,0.785,1.6,1,0.9,2.7,5.4,24.8,0.595,0.444,9.9,15.1,12.5,5.3,1,1.3,11.5
Carlos Boozer,Inactive,PF,0.521,7.9,11.4,21.9,0,0,11.4,21.9,4.5,6.2,0.722,3.8,1.5,0.7,3.6,5.1,27.3,0.554,0.281,8.8,26.6,17.7,13.2,1.5,1,12.6
Carlos Delfino,Inactive,SF,0.401,16.9,6.7,16.7,3.1,8.4,3.6,8.3,2.2,3,0.758,4,2.1,0.4,2.3,3.8,18.7,0.52,0.177,2.9,15.5,9.1,12.1,2.1,0.6,11.4
Carmelo Anthony,Active,SF,0.452,12.4,12.4,27.5,1.7,4.9,10.7,22.6,8.3,10.2,0.813,4.4,1.5,0.7,3.9,4.1,34.9,0.544,0.371,5.6,15.1,10.4,16.2,1.5,1,10.9
Caron Butler,Inactive,SF,0.434,13.9,8.6,19.7,1.4,4,7.2,15.7,4.6,5.5,0.847,3.7,2.2,0.4,3,4,23.1,0.523,0.278,4.4,13.6,9,12.3,2.2,0.6,11.8
Cartier Martin,Inactive,SF,0.392,18.4,6.6,16.8,3.3,9,3.2,7.8,2.3,3.2,0.729,1.9,1.5,0.4,2,4.9,18.8,0.517,0.189,3,12.9,7.9,5.7,1.5,0.6,9.7
Chandler Parsons,Active,SF,0.466,13.3,8.2,17.6,2.5,6.8,5.7,10.8,2.5,3.5,0.711,4.6,1.6,0.6,2.5,3.2,21.4,0.56,0.198,3.2,13.5,8.4,14.5,1.6,0.9,11.4
Channing Frye,Active,PF,0.44,17.3,7.7,17.4,2.7,6.9,5,10.5,2.3,2.8,0.822,2.2,1.2,1.4,2.1,5.9,20.3,0.545,0.163,4.7,18.6,11.7,6.8,1.2,2.1,10
Charles Jenkins,Inactive,PG,0.434,14.4,7,16,0.2,0.9,6.8,15.1,1.8,2.4,0.754,8.3,1.9,0.3,3.1,4.2,15.8,0.465,0.148,1.4,7.1,4.2,24.9,1.9,0.5,15.6
Charlie Villanueva,Inactive,PF,0.435,13.7,10.3,23.6,2.8,8.1,7.5,15.5,3.1,4,0.772,2.1,1.3,1.4,2.5,5.6,26.4,0.52,0.167,6.7,20.1,13.2,7.2,1.3,2.1,9
Chase Budinger,Inactive,SF,0.43,14.9,7.6,17.6,2.6,7.5,4.9,10.1,2.6,3.3,0.797,3,1.4,0.4,2,3.1,20.3,0.534,0.185,3.3,14.5,8.8,9.4,1.4,0.6,9.4
Chauncey Billups,Inactive,PG,0.42,16.8,7.6,18.4,3,7.6,4.7,10.8,7.2,8.1,0.894,9.1,1.7,0.3,3.4,3.5,25.5,0.58,0.441,1.7,8.9,5.3,28.1,1.7,0.4,13.6
Chris Andersen,Active,C,0.532,5,5.7,10.7,0.1,0.3,5.6,10.4,4.5,6.9,0.654,1.4,1.3,4.2,2.2,5.7,15.9,0.581,0.65,11.3,22.1,16.7,4.4,1.3,6.3,13.7
Chris Bosh,Inactive,C,0.494,10.8,10.2,20.7,0.5,1.5,9.7,19.2,7.4,9.2,0.799,3,1.2,1.5,3,3.6,28.3,0.571,0.444,7.2,20.7,14.1,9.9,1.2,2.3,10.7
Chris Copeland,Inactive,PF,0.427,15.7,9.1,21.3,3.8,10.5,5.3,10.8,2.8,3.7,0.752,2.7,0.8,0.7,3.2,5.9,24.7,0.54,0.174,3.5,11.2,7.3,8.6,0.8,1.1,12.3
Chris Douglas-Roberts,Inactive,SF,0.439,10.7,6.9,15.7,1,3.1,5.9,12.7,4.1,4.9,0.831,3.1,1.5,0.7,2.4,3.4,18.9,0.528,0.312,2.1,10.5,6.2,9.8,1.5,1,11.8
Chris Duhon,Inactive,PG,0.393,16.4,4.5,11.4,2.1,5.9,2.3,5.5,2,2.5,0.784,8.9,1.6,0.1,3.1,3.2,13,0.523,0.219,1.4,8.5,5,25.7,1.6,0.2,19.7
Chris Johnson,Inactive,C,0.562,6.3,6.8,12.1,0,0,6.8,12.1,4.5,6.5,0.699,1.1,1.4,4.1,3.4,9.1,18.1,0.606,0.533,9,17.1,13,3.6,1.4,6,18.3
Chris Johnson,Inactive,SF,0.392,16.6,5.3,13.4,2.4,7.8,2.9,5.7,2,2.4,0.835,2.1,2,0.7,1.8,4.9,14.9,0.514,0.175,3.5,11.4,7.5,6.3,2,1.1,11.2
Chris Kaman,Inactive,C,0.489,7.2,9.1,18.7,0,0.1,9.1,18.6,3.6,4.8,0.743,2.4,0.9,2.5,4.1,5.2,21.8,0.525,0.257,8.8,23.8,16.4,8.3,0.9,3.6,16.5
Chris Paul,Active,PG,0.473,14.1,9.7,20.6,1.8,4.8,8,15.8,6.4,7.4,0.866,14.6,3.4,0.2,3.6,3.6,27.6,0.58,0.361,2.2,12.2,7.2,47.1,3.4,0.2,13.1
Chris Quinn,Inactive,PG,0.399,17.6,6.1,15.4,2.6,6.9,3.5,8.5,2.7,3.4,0.809,7.3,1.6,0.1,2.2,4,17.6,0.521,0.219,1.1,8.6,4.8,22.2,1.6,0.2,11.6
Chris Singleton,Inactive,SF,0.376,14.9,4.6,12.4,1.2,3.6,3.5,8.7,1.8,2.8,0.633,1.8,2.3,1.1,2,6.5,12.2,0.449,0.224,4.8,15.7,10.2,5.3,2.3,1.7,12.8
Chris Wilcox,Inactive,C,0.541,4.7,8.8,16.3,0,0.1,8.8,16.2,4,6.2,0.643,1.9,1.3,1,3,6.3,21.6,0.568,0.38,9,19.8,14.4,6.2,1.3,1.5,13.5
Chuck Hayes,Inactive,C,0.498,3.1,4.6,9.2,0,0.1,4.6,9.2,1.4,2.2,0.62,3.4,2.1,1,2,6.5,10.6,0.518,0.242,10.8,20.6,15.7,9.7,2.1,1.5,16.5
Cleanthony Early,Inactive,SF,0.346,14.8,5.8,16.6,1.7,6.5,4.1,10.1,2.6,3.4,0.75,2.7,1.7,1,3.2,4.8,15.8,0.435,0.205,3.6,14.1,8.8,8.5,1.7,1.5,15
Clint Capela,Active,C,0.614,1.9,9.5,15.4,0,0,9.5,15.4,2.8,6.4,0.433,1.7,1.5,2.8,2.4,6,21.7,0.595,0.416,13.4,23.8,18.6,5.9,1.5,4.7,11.5
Cody Zeller,Active,C,0.5,6.5,6.6,13.2,0,0.1,6.6,13.1,4.6,6.3,0.734,2.9,1.5,1.7,2.2,5.7,17.8,0.558,0.478,8.3,19,13.6,9,1.5,2.7,12.3
Cole Aldrich,Active,C,0.531,3.7,6.6,12.5,0,0,6.6,12.5,2.7,3.7,0.748,2.8,2.1,3.6,3,7.7,16,0.567,0.294,11.2,27,19.1,8.6,2.1,5.6,17.8
Corey Brewer,Active,SF,0.424,12,7.3,17.3,1.3,4.8,6,12.5,3.3,4.7,0.713,3.4,2.7,0.6,2.6,4.6,19.3,0.499,0.27,3.5,10,6.7,10.4,2.7,0.9,11.8
Corey Maggette,Inactive,SF,0.452,12.4,9,19.9,1,3.2,8,16.8,10.2,12.4,0.822,3.8,1.3,0.3,4.2,5.2,29.3,0.577,0.624,4.5,15.2,9.9,12.8,1.3,0.4,14.1
Cory Higgins,Inactive,PG,0.324,12.3,6.7,20.7,0.6,2.9,6.1,17.8,5,7.2,0.694,4.7,0.9,0.7,4.5,5.2,19,0.398,0.346,1.9,7.8,4.8,16,0.9,1,15.9
Cory Jefferson,Inactive,PF,0.444,9,7.4,16.7,0.2,1.4,7.3,15.3,3.1,5.3,0.583,1.4,0.9,1.9,1.8,6.1,18.2,0.476,0.317,10.2,20.8,15.5,4.4,0.9,3,8.5
Cory Joseph,Active,PG,0.458,11.4,6.9,15.2,0.8,2.6,6.1,12.5,3.2,4.1,0.768,6.5,1.7,0.5,2.5,3.6,17.9,0.527,0.273,3,10.1,6.6,19.3,1.7,0.8,13
Courtney Lee,Active,SG,0.451,15,6.9,15.4,2,5.2,4.9,10.2,2.3,2.7,0.848,3.1,1.9,0.5,1.8,3.2,18.1,0.548,0.175,1.9,9.1,5.5,9.4,1.9,0.8,9.8
Cristiano Felicio,Active,C,0.571,4.9,6.2,10.8,0,0.1,6.2,10.7,3.1,4.7,0.664,2.4,1.1,1.1,1.7,5.2,15.6,0.603,0.437,12.1,20.4,16.3,7.2,1.1,1.7,11.6
D.J. Augustin,Active,PG,0.402,15.6,6.9,17.1,2.7,7.3,4.2,9.8,4.7,5.5,0.862,8.5,1.3,0.1,3.3,3.3,21.2,0.542,0.318,1.3,7.4,4.3,26.9,1.3,0.1,14.5
D.J. White,Inactive,PF,0.507,11.2,8.7,17.1,0,0.1,8.6,17,2.8,3.9,0.72,2,1,1.4,1.6,5,20.2,0.536,0.229,6.4,17.9,12.1,7,1,2.1,7.9
D'Angelo Russell,Active,PG,0.408,16.1,9,22.2,3.2,9.2,5.8,13,3.5,4.6,0.759,6.9,2.2,0.4,4.5,3.3,24.8,0.512,0.207,2,11.5,6.6,23.7,2.2,0.6,15.8
Daequan Cook,Inactive,SG,0.369,20.6,6.7,18.1,3.9,10.9,2.8,7.3,1.4,1.7,0.813,2.1,1.1,0.4,1.6,4.2,18.6,0.494,0.093,1.5,12.2,6.9,6.6,1.1,0.6,7.6
Dahntay Jones,Active,SF,0.439,10.9,6.3,14.4,0.6,1.7,5.8,12.7,4.4,5.9,0.751,2.8,1.4,0.8,2.7,6.3,17.7,0.519,0.408,3,9.6,6.3,8.6,1.4,1.1,13.6
DaJuan Summers,Inactive,SF,0.384,14.7,6.8,17.7,1.9,5.2,4.9,12.5,2.8,4.4,0.642,1.9,1.2,0.5,2.4,6.9,18.4,0.467,0.25,3.4,8.9,6,5.7,1.2,0.8,11.1
